OTU ID	16SCLC1HR1	16SCLC1HR2	16SCLC1HR3	16SCLC1HR4	16SCLC1HR5	16SCLC24HR1	16SCLC24HR2	16SCLC24HR3	16SCLC24HR4	16SCLC24HR5	16SCLC3MR1	16SCLC3MR2	16SCLC3MR3	16SCLC3MR4	16SCLC3MR5	16SCLC48HR1	16SCLC48HR2	16SCLC48HR3	16SCLC48HR4	16SCLC48HR5	16SCLC96HR1	16SCLC96HR2	16SCLC96HR3	16SCLC96HR4	16SCLC96HR5	16SLAC1HR1	16SLAC1HR2	16SLAC1HR3	16SLAC1HR4	16SLAC1HR5	16SLAC24HR1	16SLAC24HR2	16SLAC24HR3	16SLAC24HR4	16SLAC24HR5	16SLAC3MR1	16SLAC3MR2	16SLAC3MR3	16SLAC3MR4	16SLAC3MR5	16SLAC48HR1	16SLAC48HR2	16SLAC48HR3	16SLAC48HR4	16SLAC48HR5	16SLAC96HR1	16SLAC96HR3	16SLAC96HR4	16SLAC96HR5	NP16SDec1710	NP16SDec1711	NP16SDec1712	NP16SDec171SF	NP16SDec171SUB	NP16SDec172SF	NP16SDec172Sub	NP16SDec173SF	NP16SDec173SUB	NP16SDec174SF	NP16SDec174SUB	NP16SDec175SF	NP16SDec175SUB	NP16SDec176SF	NP16SDec176Sub	NP16SDec177SF	NP16SDec177SUB	NP16SDec178SF	NP16SDec178SUB	NP16SDec179SF	NP16SDec179SUB	NP16SDec1811	NP16SDec1812	NP16SDec181SF	NP16SDec181SUB	NP16SDec182SF	NP16SDec182Sub	NP16SDec183SF	NP16SDec183SUB	NP16SDec184SF	NP16SDec184SUB	NP16SDec185SF	NP16SDec185SUB	NP16SDec186SF	NP16SDec186Sub	NP16SDec187SF	NP16SDec187SUB	NP16SDec188SF	NP16SDec188SUB	NP16SDec189SF	NP16SDec189SUB	NP16SMay1810	NP16SMay1811	NP16SMay1812	NP16SMay181SF	NP16SMay181SUB	NP16SMay182SF	NP16SMay182Sub	NP16SMay183SF	NP16SMay183SUB	NP16SMay184SF	NP16SMay184SUB	NP16SMay185SF	NP16SMay185SUB	NP16SMay186SF	NP16SMay186Sub	NP16SMay187SF	NP16SMay187SUB	NP16SMay188SF	NP16SMay188SUB	NP16SMay189SF	NP16SMay189SUB
ASV6685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	5	0	3	0	0	0	2	0	0	0	0	0	0	0	7	0	3	0	3	0	1	0	2	0	1	0	4	0	1	0	2	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	1
ASV3709	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	6	6	1	3	4	0	1	5	7	1	0	2	4	12	4	1	2	1	9	2	1	5	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0
ASV8593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	4	0	2	0	6	0	0	0	0	0	0	0	1	0	0	0	12	0	7	0	17	0	2	0	10	0	8	0	11	0	2	0	7	2	0	0	0	0	0	2	0	8	0	0	0	0	0	2	0	2	0	1	0	1
ASV829	3	10	3	6	6	7	5	5	2	1	5	12	0	6	6	1	11	11	3	3	12	3	2	2	6	3	0	0	0	2	0	6	1	5	4	0	3	2	0	2	0	2	1	1	1	1	0	0	3	0	0	2	7	8	5	10	2	0	10	6	13	4	4	13	7	5	14	10	6	15	1	2	3	2	13	6	22	1	8	9	1	0	2	0	11	5	24	3	4	0	0	3	0	2	0	4	8	7	8	2	7	4	7	0	10	3	16	5	11	2	10
ASV6476	0	0	0	0	0	0	0	1	4	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	2	0	1	3	0	0	1	0	0	0	1	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0	2	0	6	0	1	0	0	0	3	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	2	0	4	0	0	0	4	0	3	2	2	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	3	0	1	0	2	0	3	0	5	0	0	0	3
ASV6281	0	0	5	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	5	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0
ASV3876	2	1	7	0	2	8	0	6	1	3	0	1	1	1	3	1	0	1	1	5	1	5	9	2	6	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	1	3	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0
ASV132	10	36	23	40	22	47	56	71	42	22	38	31	31	12	25	13	4	26	21	4	10	3	5	14	4	4	21	11	22	28	22	32	0	38	16	24	30	8	33	12	12	41	27	18	16	25	13	24	7	6	41	2	19	10	4	10	23	0	34	4	26	5	5	3	6	1	34	9	28	7	59	77	58	6	43	9	132	2	114	5	49	2	251	1	39	0	87	5	324	3	1	40	27	3	4	33	10	7	4	47	14	38	19	40	10	16	5	49	7	188	8
ASV1236	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	3	8	6	13	4	17	0	11	1	13	4	24	2	15	0	0	0	4	1	6	1	6	3	18	1	3	1	17	0	8	1	11	0	8	0	0	0	1	1	0	2	0	0	0	14	0	19	0	15	0	26	0	15	1	15
ASV739	152	18	0	0	0	0	0	4	5	111	4	0	0	1	26	0	0	1	0	0	1	0	1	0	5	3	9	2	4	0	0	0	0	0	0	1	7	0	4	7	17	0	0	1	0	0	0	0	0	0	0	0	4	4	0	2	3	3	11	9	22	0	0	0	3	14	15	0	5	1	0	0	0	0	1	1	8	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	4	10	5	0	0	10	0	39	0	2	3	0	4	4	0	6	0
ASV11037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	1	0	6	0	6	0	7	0	6	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	48	1	39	0	47	0	30	0	129	0	40	1	77	0	13	0	0	0	35	0	37	0	47	0	32	0	35	0	49	0	45	0	33	0	38	2	1	0	0	19	0	18	0	65	0	341	0	140	0	12	1	98	0	17	0	404
ASV3488	0	0	12	0	0	1	0	0	0	0	0	0	4	2	6	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	4	5	0	0	0	0	1	1	3	2	3	4	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	4	2	12	0	0	1	3	0	0	1	1	0	0	1	0	1	0
ASV4061	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	3	2	1	3	0	1	0	4	2	2	0	1	0	1	4	5	1	7	8	1	2	1	1	9	0	3	1	2	2	3	4	0	5	0	0	2	0	2	0	0	1	0	3	0	11	0	3	2	8	1	8	0	1	4	0	2	1	0	1
ASV7076	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	4	6	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV5554	0	0	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	2	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	1	0	0	1	1	4	1	0	0
ASV157	18	24	33	103	13	46	29	28	19	16	16	36	11	45	24	6	13	38	3	10	78	42	144	32	26	7	14	5	27	31	33	71	3	17	23	15	2	3	61	9	73	24	71	42	36	94	105	103	35	2	4	0	1	4	9	3	4	1	6	9	17	5	2	2	7	0	20	24	2	19	1	2	1	2	4	4	17	8	7	0	7	15	13	0	2	0	1	1	6	1	1	2	14	4	35	24	94	8	0	8	16	9	6	10	10	17	9	17	10	33	3
ASV2208	3	12	4	4	4	1	0	1	1	4	2	5	4	1	8	1	0	4	1	5	1	0	0	0	0	3	1	2	1	2	0	0	0	3	1	3	1	3	1	1	2	3	1	2	0	2	0	1	1	0	0	0	1	0	1	1	0	0	5	1	3	0	0	0	3	1	2	0	4	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	1	1	1	1	0	1	7	0	1	0	9	0	0	1	0	0	1	1	2	0
ASV10889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2
ASV4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	3	0	2	0	2	0	2	0	1	0	0	0	1	0	6	0	9	0	1	0	5	0	6	0	4	0	0	0	2	0	0	0	0	1	0	3	0	10	0	1	0	4	0	2	0	1	0	0	0	0
ASV8968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	8	5	1	0	0	3	3	0	0	1	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	9	0	0	0	0	0	5	0
ASV3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0	7	0	3	0	8	0	4	0	6	0	5	0	0	0	2	0	1	0	3	0	1	0	0	0	4	0	0	0	0	0	8	0	0	0	0	3	0	5	0	4	0	10	0	10	0	6	0	4	0	5	0	4
ASV3004	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1	2	5	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	1	1	0	0	0	0	4	0	9	1	5	0	3	0	0	0	2	0	2	1	6	1	13
ASV3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV8648	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	4	0	0	0	0	1	3	0	0	0	1	0	4	2	1	1	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV6301	1	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	5	9	2	5	1	2	0	4	1	2	2	13	2	4	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	1	1	0	4	0	17	0	9	0	1	1	4	0	4	0	7
ASV9997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	9	6	0	13	4	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7625	0	0	0	0	0	6	0	4	1	1	2	0	1	0	1	0	15	1	14	0	4	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV2469	2	12	2	1	3	3	4	5	0	2	4	2	0	1	0	3	3	1	1	0	1	1	1	1	2	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	2	2	1	0	1	1	2	0	4	1	0	4	0	4	2	0	3	1	0	0	0	1	1	0	0	0	2	1	3	0	0	0	0	0	4	4	3	0	1	0	2	4	0	0	1	0	1	3	0	1	0	0	3
ASV3638	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	6	1	3	0	1	0	2	0	6	0	0	0	2	0	0	1	10	0	3	0	6	0	3	0	5	0	10	0	4	0	2	0	12	0	0	0	0	6	0	1	0	2	0	1	0	0	0	3	0	3	0	1	0	1
ASV6208	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	1	0	0	0	1	0	3	3	2	1	0	3	0	0	0	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ASV12	17	39	5	61	4	415	19	178	46	7	2	15	0	147	1	0	2	35	0	1	0	3	2	21	3	1200	249	321	53	1124	331	232	34	523	534	344	394	3378	548	258	54	174	34	11	207	627	95	4	41	0	106	58	41	4	712	12	422	25	76	38	210	130	2415	105	254	12	213	44	439	27	0	308	1	0	0	0	359	0	7	0	23	0	96	0	46	0	2	0	1555	0	0	10	0	18	3	1186	0	1233	108	154	2	274	2	1365	4	71	54	534	2	1853	68
ASV9775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	5	0	3	0	2	0	3	0	0
ASV7090	1	1	1	0	0	0	1	0	1	0	1	2	4	0	1	0	0	1	0	0	0	0	0	0	0	4	6	0	1	8	0	0	0	0	0	3	3	1	0	1	2	2	2	1	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ASV710	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1	53	2	69	0	47	0	59	0	73	0	72	0	16	0	11	0	0	0	64	0	22	0	29	0	27	0	33	0	64	0	79	0	81	0	39	0	0	6	0	28	0	53	1	55	0	8	2	9	0	31	0	39	0	30	0	62
ASV517	1	0	0	2	0	16	9	14	0	0	2	7	2	3	4	4	0	2	1	0	1	1	0	5	5	1	0	0	0	0	3	20	3	11	8	4	2	2	1	2	0	0	1	0	6	0	0	0	2	0	0	0	3	18	5	17	0	0	1	9	12	3	3	3	1	7	2	8	5	20	0	1	4	0	60	71	43	0	16	20	23	4	1	0	8	4	16	13	8	1	0	1	9	2	45	0	11	0	1	4	11	2	18	2	21	2	27	4	41	3	21
ASV9281	0	1	1	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	1	3	1	1	0	1	0	0	0	0	0	1	1	1
ASV2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	8	0	16	0	12	0	11	0	24	0	2	0	10	0	16	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV1548	0	0	0	0	1	1	0	2	1	3	2	0	0	0	12	0	58	4	114	0	2	0	1	2	5	0	1	0	1	1	9	0	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	17	1	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ASV2504	2	4	2	0	1	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	1	0	24	4	0	4	4	2	0	3	0	0	1	4	0	0	6	0	0	0	0	1	0	0	0	0	1	0	3	3	1	1	2	0	13	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	3	0	0	0	0	3	1	0	0	0	0	0	0	0
ASV2350	9	0	0	0	0	2	0	1	0	9	0	2	0	5	0	1	6	0	0	0	0	1	3	10	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	9	0	0	0	2	1	0	9	1	0	0	0	1	0	0	2	0	0	0	1	0	0	6	0	0	0	6	1	8	0	1	0	0	0	1	0	1	0	2	0	14	0	2	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV3063	1	0	0	0	0	1	0	7	72	0	5	0	5	0	0	0	0	4	2	0	1	0	5	2	0	1	10	2	8	1	3	0	0	7	3	5	0	0	2	3	2	6	1	0	2	1	0	3	44	0	0	0	1	0	31	0	0	0	3	0	0	0	2	0	2	0	0	0	6	0	0	0	0	0	0	0	4	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	11	0	4	0	0	0	0	0	2	0	2	0	5	0	1	0
ASV7448	0	4	1	1	0	0	0	0	2	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	3	0	0	0	1	0	0	3	0	0	1	4	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0
ASV6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	2	0	3	0	9	0	5	0	8	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV9947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	29	0	0	0	0	0	0
ASV5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	1	0	0	0	18	0	0	0	0	0	1
ASV6347	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ASV53	36	93	62	49	76	55	17	22	42	32	37	49	33	36	91	21	16	31	33	29	29	22	13	23	14	35	64	58	81	148	72	92	1	105	108	77	25	38	45	24	65	112	34	44	49	50	25	10	75	124	45	65	31	12	80	26	16	7	26	16	49	16	26	15	23	20	69	44	158	44	232	68	4	3	12	10	44	8	29	9	16	5	64	6	30	4	6	1	33	2	1	126	34	14	33	73	31	40	17	64	40	65	19	101	15	17	14	82	22	117	16
ASV5956	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	4	1	0	1	0	7	1	3	0	9	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1	1	0	1	0	0	0	1	0	6	0	0	1	4
ASV2100	1	5	3	6	3	1	0	0	2	2	1	3	0	2	5	2	1	1	0	2	1	2	5	1	0	0	2	0	1	6	0	3	0	2	0	1	0	0	0	1	5	1	2	0	0	0	1	0	0	1	1	1	2	4	2	1	0	0	5	4	3	3	0	4	3	1	1	6	1	4	2	0	0	0	0	1	2	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	3	2	3	1	3	3	4	2	9	2	5	2	4	1	3	0	5
ASV8917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	1	4
ASV6930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	12
ASV4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	1	0	2	0	0	0	3	0	2	0	0	0	24	0	0	0	0	2	0	1	0	6	0	66	0	0	0	0	0	1	0	1	0	0
ASV4786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	6	0	6	0	3	0	5	0	5	0	15	0	8	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
